Date,Day_of_Week,Academic_Period,Is_Weekend,Meal,Portions_Prepared,Portions_Sold,Waste_Portions,Waste_Pct,Price_UGX,Revenue_UGX,Ingredient_Cost_UGX,Waste_Cost_UGX,Gross_Profit_UGX,Posho_Flour_kg,Beans_kg,Cooking_Oil_L,Matooke_kg,Groundnuts_kg,Rice_kg,Chicken_kg,Offal_kg,Onions_kg,Irish_Potatoes_kg,Eggs_units,Wheat_Flour_kg,Cabbage_kg,Tomatoes_kg
2025-06-13,Friday,Sem_Break,False,Rolex,88,84,4,4.5,"2,500","210,000","87,049","4,300","118,651",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,85.1,8.7,4.4,3.5
2025-06-14,Saturday,Sem_Break,True,Posho & Beans,61,53,8,13.1,"3,000","159,000","71,580","11,208","76,212",14.5,8.9,1.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-06-14,Saturday,Sem_Break,True,Matooke & Groundnut Stew,71,62,9,12.7,"4,000","248,000","133,402","20,088","94,510",0.0,0.0,2.0,28.0,6.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-06-14,Saturday,Sem_Break,True,Rice & Chicken,99,84,15,15.2,"6,000","504,000","332,326","61,560","110,114",0.0,0.0,4.1,0.0,0.0,19.2,17.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-06-14,Saturday,Sem_Break,True,Katogo (Offal+Matoke),35,28,7,20.0,"3,500","98,000","47,614","12,348","38,038",0.0,0.0,0.0,11.7,0.0,0.0,0.0,5.0,1.7,0.0,0.0,0.0,0.0,0.0
2025-06-14,Saturday,Sem_Break,True,Chips & Eggs,5,4,1,20.0,"4,500","18,000","9,023","2,340","6,637",0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,1.5,7.6,0.0,0.0,0.0
2025-06-14,Saturday,Sem_Break,True,Rolex,5,5,0,0.0,"2,500","12,500","5,182",0,"7,318",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.9,0.5,0.3,0.2
2025-06-15,Sunday,Sem_Break,True,Posho & Beans,84,75,9,10.7,"3,000","225,000","101,292","12,609","111,099",20.4,13.1,1.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-06-15,Sunday,Sem_Break,True,Matooke & Groundnut Stew,76,63,13,17.1,"4,000","252,000","135,554","29,016","87,430",0.0,0.0,2.2,30.8,7.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-06-15,Sunday,Sem_Break,True,Rice & Chicken,5,4,1,20.0,"6,000","24,000","15,825","4,104","4,071",0.0,0.0,0.2,0.0,0.0,1.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-06-15,Sunday,Sem_Break,True,Katogo (Offal+Matoke),35,32,3,8.6,"3,500","112,000","54,416","5,292","52,292",0.0,0.0,0.0,12.0,0.0,0.0,0.0,5.1,1.7,0.0,0.0,0.0,0.0,0.0
2025-06-15,Sunday,Sem_Break,True,Chips & Eggs,49,44,5,10.2,"4,500","198,000","99,253","11,700","87,047",0.0,0.0,2.4,0.0,0.0,0.0,0.0,0.0,0.0,14.9,77.0,0.0,0.0,0.0
2025-06-15,Sunday,Sem_Break,True,Rolex,23,21,2,8.7,"2,500","52,500","21,762","2,150","28,588",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.1,2.2,1.2,0.9
2025-06-16,Monday,Sem_Break,False,Posho & Beans,82,75,7,8.5,"3,000","225,000","101,292","9,807","113,901",21.4,11.7,1.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-06-16,Monday,Sem_Break,False,Matooke & Groundnut Stew,41,36,5,12.2,"4,000","144,000","77,459","11,160","55,381",0.0,0.0,1.2,17.2,3.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-06-16,Monday,Sem_Break,False,Rice & Chicken,27,23,4,14.8,"6,000","138,000","90,994","16,416","30,590",0.0,0.0,1.1,0.0,0.0,5.4,4.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-06-16,Monday,Sem_Break,False,Katogo (Offal+Matoke),20,16,4,20.0,"3,500","56,000","27,208","7,056","21,736",0.0,0.0,0.0,7.1,0.0,0.0,0.0,3.1,1.0,0.0,0.0,0.0,0.0,0.0
2025-06-16,Monday,Sem_Break,False,Chips & Eggs,60,48,12,20.0,"4,500","216,000","108,276","28,080","79,644",0.0,0.0,3.1,0.0,0.0,0.0,0.0,0.0,0.0,18.6,91.6,0.0,0.0,0.0
2025-06-16,Monday,Sem_Break,False,Rolex,41,36,5,12.2,"2,500","90,000","37,307","5,375","47,318",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.6,3.9,2.0,1.6
2025-06-17,Tuesday,Sem_Break,False,Posho & Beans,55,47,8,14.5,"3,000","141,000","63,477","11,208","66,315",14.4,8.5,1.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-06-17,Tuesday,Sem_Break,False,Matooke & Groundnut Stew,81,67,14,17.3,"4,000","268,000","144,160","31,248","92,592",0.0,0.0,2.4,33.5,8.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-06-17,Tuesday,Sem_Break,False,Rice & Chicken,109,90,19,17.4,"6,000","540,000","356,063","77,976","105,961",0.0,0.0,4.2,0.0,0.0,21.8,18.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-06-17,Tuesday,Sem_Break,False,Katogo (Offal+Matoke),47,43,4,8.5,"3,500","150,500","73,121","7,056","70,323",0.0,0.0,0.0,17.1,0.0,0.0,0.0,7.1,2.3,0.0,0.0,0.0,0.0,0.0
2025-06-17,Tuesday,Sem_Break,False,Chips & Eggs,60,59,1,1.7,"4,500","265,500","133,090","2,340","130,070",0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,89.3,0.0,0.0,0.0
2025-06-17,Tuesday,Sem_Break,False,Rolex,148,110,38,25.7,"2,500","275,000","113,993","40,850","120,157",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,155.2,15.1,7.7,5.8
2025-06-18,Wednesday,Sem_Break,False,Posho & Beans,51,50,1,2.0,"3,000","150,000","67,528","1,401","81,071",13.0,7.8,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-06-18,Wednesday,Sem_Break,False,Matooke & Groundnut Stew,30,28,2,6.7,"4,000","112,000","60,246","4,464","47,290",0.0,0.0,0.9,11.6,2.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-06-18,Wednesday,Sem_Break,False,Rice & Chicken,72,56,16,22.2,"6,000","336,000","221,550","65,664","48,786",0.0,0.0,2.8,0.0,0.0,14.6,12.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-06-18,Wednesday,Sem_Break,False,Katogo (Offal+Matoke),50,49,1,2.0,"3,500","171,500","83,324","1,764","86,412",0.0,0.0,0.0,16.8,0.0,0.0,0.0,7.6,2.4,0.0,0.0,0.0,0.0,0.0
2025-06-18,Wednesday,Sem_Break,False,Chips & Eggs,49,39,10,20.4,"4,500","175,500","87,975","23,400","64,125",0.0,0.0,2.6,0.0,0.0,0.0,0.0,0.0,0.0,14.6,70.0,0.0,0.0,0.0
2025-06-18,Wednesday,Sem_Break,False,Rolex,204,192,12,5.9,"2,500","480,000","198,970","12,900","268,130",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,196.1,19.6,9.8,8.5
2025-06-19,Thursday,Sem_Break,False,Posho & Beans,149,123,26,17.4,"3,000","369,000","166,119","36,426","166,455",37.2,21.7,2.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-06-19,Thursday,Sem_Break,False,Matooke & Groundnut Stew,15,13,2,13.3,"4,000","52,000","27,971","4,464","19,565",0.0,0.0,0.4,6.2,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-06-19,Thursday,Sem_Break,False,Rice & Chicken,36,35,1,2.8,"6,000","210,000","138,469","4,104","67,427",0.0,0.0,1.5,0.0,0.0,7.1,6.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-06-19,Thursday,Sem_Break,False,Katogo (Offal+Matoke),9,8,1,11.1,"3,500","28,000","13,604","1,764","12,632",0.0,0.0,0.0,3.1,0.0,0.0,0.0,1.4,0.5,0.0,0.0,0.0,0.0,0.0
2025-06-19,Thursday,Sem_Break,False,Chips & Eggs,53,41,12,22.6,"4,500","184,500","92,486","28,080","63,934",0.0,0.0,2.6,0.0,0.0,0.0,0.0,0.0,0.0,15.9,82.5,0.0,0.0,0.0
2025-06-19,Thursday,Sem_Break,False,Rolex,87,77,10,11.5,"2,500","192,500","79,795","10,750","101,955",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,89.6,8.4,4.5,3.6
2025-06-20,Friday,Sem_Break,False,Posho & Beans,141,132,9,6.4,"3,000","396,000","178,274","12,609","205,117",35.6,20.9,2.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-06-20,Friday,Sem_Break,False,Matooke & Groundnut Stew,5,5,0,0.0,"4,000","20,000","10,758",0,"9,242",0.0,0.0,0.1,2.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-06-20,Friday,Sem_Break,False,Rice & Chicken,5,5,0,0.0,"6,000","30,000","19,781",0,"10,219",0.0,0.0,0.2,0.0,0.0,1.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-06-20,Friday,Sem_Break,False,Katogo (Offal+Matoke),37,34,3,8.1,"3,500","119,000","57,817","5,292","55,891",0.0,0.0,0.0,12.6,0.0,0.0,0.0,5.7,1.8,0.0,0.0,0.0,0.0,0.0
2025-06-20,Friday,Sem_Break,False,Chips & Eggs,16,15,1,6.2,"4,500","67,500","33,836","2,340","31,324",0.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,4.6,24.4,0.0,0.0,0.0
2025-06-20,Friday,Sem_Break,False,Rolex,5,4,1,20.0,"2,500","10,000","4,145","1,075","4,780",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.2,0.5,0.3,0.2
2025-06-21,Saturday,Sem_Break,True,Posho & Beans,62,55,7,11.3,"3,000","165,000","74,281","9,807","80,912",14.9,9.3,1.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-06-21,Saturday,Sem_Break,True,Matooke & Groundnut Stew,58,48,10,17.2,"4,000","192,000","103,279","22,320","66,401",0.0,0.0,1.8,23.2,5.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-06-21,Saturday,Sem_Break,True,Rice & Chicken,6,5,1,16.7,"6,000","30,000","19,781","4,104","6,115",0.0,0.0,0.2,0.0,0.0,1.2,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-06-21,Saturday,Sem_Break,True,Katogo (Offal+Matoke),5,4,1,20.0,"3,500","14,000","6,802","1,764","5,434",0.0,0.0,0.0,1.8,0.0,0.0,0.0,0.7,0.2,0.0,0.0,0.0,0.0,0.0
2025-06-21,Saturday,Sem_Break,True,Chips & Eggs,71,60,11,15.5,"4,500","270,000","135,346","25,740","108,914",0.0,0.0,3.6,0.0,0.0,0.0,0.0,0.0,0.0,21.8,110.3,0.0,0.0,0.0
2025-06-21,Saturday,Sem_Break,True,Rolex,5,4,1,20.0,"2,500","10,000","4,145","1,075","4,780",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.8,0.5,0.2,0.2
2025-06-22,Sunday,Sem_Break,True,Posho & Beans,5,4,1,20.0,"3,000","12,000","5,402","1,401","5,197",1.3,0.8,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-06-22,Sunday,Sem_Break,True,Matooke & Groundnut Stew,41,37,4,9.8,"4,000","148,000","79,611","8,928","59,461",0.0,0.0,1.2,16.8,4.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-06-22,Sunday,Sem_Break,True,Rice & Chicken,42,35,7,16.7,"6,000","210,000","138,469","28,728","42,803",0.0,0.0,1.6,0.0,0.0,8.5,7.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-06-22,Sunday,Sem_Break,True,Katogo (Offal+Matoke),19,13,6,31.6,"3,500","45,500","22,106","10,584","12,810",0.0,0.0,0.0,6.7,0.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0
2025-06-22,Sunday,Sem_Break,True,Chips & Eggs,10,10,0,0.0,"4,500","45,000","22,558",0,"22,442",0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,3.1,15.4,0.0,0.0,0.0
2025-06-22,Sunday,Sem_Break,True,Rolex,5,4,1,20.0,"2,500","10,000","4,145","1,075","4,780",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.2,0.5,0.3,0.2
2025-06-23,Monday,Sem_Break,False,Posho & Beans,5,5,0,0.0,"3,000","15,000","6,753",0,"8,247",1.3,0.8,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-06-23,Monday,Sem_Break,False,Matooke & Groundnut Stew,63,55,8,12.7,"4,000","220,000","118,341","17,856","83,803",0.0,0.0,1.8,26.1,6.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-06-23,Monday,Sem_Break,False,Rice & Chicken,31,27,4,12.9,"6,000","162,000","106,819","16,416","38,765",0.0,0.0,1.3,0.0,0.0,6.3,5.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-06-23,Monday,Sem_Break,False,Katogo (Offal+Matoke),21,16,5,23.8,"3,500","56,000","27,208","8,820","19,972",0.0,0.0,0.0,7.1,0.0,0.0,0.0,3.2,1.0,0.0,0.0,0.0,0.0,0.0
2025-06-23,Monday,Sem_Break,False,Chips & Eggs,37,32,5,13.5,"4,500","144,000","72,184","11,700","60,116",0.0,0.0,1.9,0.0,0.0,0.0,0.0,0.0,0.0,11.0,58.2,0.0,0.0,0.0
2025-06-23,Monday,Sem_Break,False,Rolex,106,92,14,13.2,"2,500","230,000","95,340","15,050","119,610",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,102.1,10.3,5.5,4.0
2025-06-24,Tuesday,Sem_Break,False,Posho & Beans,158,129,29,18.4,"3,000","387,000","174,223","40,629","172,148",37.9,22.8,3.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-06-24,Tuesday,Sem_Break,False,Matooke & Groundnut Stew,39,32,7,17.9,"4,000","128,000","68,853","15,624","43,523",0.0,0.0,1.2,14.9,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-06-24,Tuesday,Sem_Break,False,Rice & Chicken,47,40,7,14.9,"6,000","240,000","158,250","28,728","53,022",0.0,0.0,2.0,0.0,0.0,9.5,8.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-06-24,Tuesday,Sem_Break,False,Katogo (Offal+Matoke),11,10,1,9.1,"3,500","35,000","17,005","1,764","16,231",0.0,0.0,0.0,3.7,0.0,0.0,0.0,1.7,0.6,0.0,0.0,0.0,0.0,0.0
2025-06-24,Tuesday,Sem_Break,False,Chips & Eggs,107,99,8,7.5,"4,500","445,500","223,320","18,720","203,460",0.0,0.0,5.5,0.0,0.0,0.0,0.0,0.0,0.0,32.7,153.3,0.0,0.0,0.0
2025-06-24,Tuesday,Sem_Break,False,Rolex,119,93,26,21.8,"2,500","232,500","96,376","27,950","108,174",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,113.2,11.5,5.9,5.0
2025-06-25,Wednesday,Sem_Break,False,Posho & Beans,67,62,5,7.5,"3,000","186,000","83,735","7,005","95,260",16.8,10.3,1.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-06-25,Wednesday,Sem_Break,False,Matooke & Groundnut Stew,115,102,13,11.3,"4,000","408,000","219,468","29,016","159,516",0.0,0.0,3.4,43.8,11.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-06-25,Wednesday,Sem_Break,False,Rice & Chicken,12,10,2,16.7,"6,000","60,000","39,563","8,208","12,229",0.0,0.0,0.5,0.0,0.0,2.4,2.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-06-25,Wednesday,Sem_Break,False,Katogo (Offal+Matoke),31,28,3,9.7,"3,500","98,000","47,614","5,292","45,094",0.0,0.0,0.0,10.3,0.0,0.0,0.0,4.8,1.6,0.0,0.0,0.0,0.0,0.0
2025-06-25,Wednesday,Sem_Break,False,Chips & Eggs,7,7,0,0.0,"4,500","31,500","15,790",0,"15,710",0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,2.0,11.0,0.0,0.0,0.0
2025-06-25,Wednesday,Sem_Break,False,Rolex,5,4,1,20.0,"2,500","10,000","4,145","1,075","4,780",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.2,0.5,0.2,0.2
2025-06-26,Thursday,Sem_Break,False,Posho & Beans,76,66,10,13.2,"3,000","198,000","89,137","14,010","94,853",19.0,11.2,1.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-06-26,Thursday,Sem_Break,False,Matooke & Groundnut Stew,5,4,1,20.0,"4,000","16,000","8,607","2,232","5,161",0.0,0.0,0.1,1.9,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-06-26,Thursday,Sem_Break,False,Rice & Chicken,90,78,12,13.3,"6,000","468,000","308,588","49,248","110,164",0.0,0.0,3.6,0.0,0.0,18.8,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-06-26,Thursday,Sem_Break,False,Katogo (Offal+Matoke),23,19,4,17.4,"3,500","66,500","32,309","7,056","27,135",0.0,0.0,0.0,8.2,0.0,0.0,0.0,3.5,1.1,0.0,0.0,0.0,0.0,0.0
2025-06-26,Thursday,Sem_Break,False,Chips & Eggs,27,22,5,18.5,"4,500","99,000","49,627","11,700","37,673",0.0,0.0,1.3,0.0,0.0,0.0,0.0,0.0,0.0,8.3,38.9,0.0,0.0,0.0
2025-06-26,Thursday,Sem_Break,False,Rolex,65,53,12,18.5,"2,500","132,500","54,924","12,900","64,676",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62.2,6.6,3.2,2.6
2025-06-27,Friday,Sem_Break,False,Posho & Beans,80,65,15,18.8,"3,000","195,000","87,787","21,015","86,198",19.9,12.2,1.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-06-27,Friday,Sem_Break,False,Matooke & Groundnut Stew,74,64,10,13.5,"4,000","256,000","137,705","22,320","95,975",0.0,0.0,2.2,29.3,7.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-06-27,Friday,Sem_Break,False,Rice & Chicken,5,5,0,0.0,"6,000","30,000","19,781",0,"10,219",0.0,0.0,0.2,0.0,0.0,1.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-06-27,Friday,Sem_Break,False,Katogo (Offal+Matoke),15,14,1,6.7,"3,500","49,000","23,807","1,764","23,429",0.0,0.0,0.0,5.1,0.0,0.0,0.0,2.2,0.8,0.0,0.0,0.0,0.0,0.0
2025-06-27,Friday,Sem_Break,False,Chips & Eggs,5,5,0,0.0,"4,500","22,500","11,279",0,"11,221",0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,1.4,7.2,0.0,0.0,0.0
2025-06-27,Friday,Sem_Break,False,Rolex,53,45,8,15.1,"2,500","112,500","46,634","8,600","57,266",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.1,5.1,2.7,2.1
2025-06-28,Saturday,Sem_Break,True,Posho & Beans,5,4,1,20.0,"3,000","12,000","5,402","1,401","5,197",1.2,0.8,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-06-28,Saturday,Sem_Break,True,Matooke & Groundnut Stew,27,25,2,7.4,"4,000","100,000","53,791","4,464","41,745",0.0,0.0,0.8,11.0,2.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-06-28,Saturday,Sem_Break,True,Rice & Chicken,84,67,17,20.2,"6,000","402,000","265,069","69,768","67,163",0.0,0.0,3.5,0.0,0.0,16.7,15.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-06-28,Saturday,Sem_Break,True,Katogo (Offal+Matoke),14,12,2,14.3,"3,500","42,000","20,406","3,528","18,066",0.0,0.0,0.0,4.9,0.0,0.0,0.0,2.1,0.7,0.0,0.0,0.0,0.0,0.0
2025-06-28,Saturday,Sem_Break,True,Chips & Eggs,37,35,2,5.4,"4,500","157,500","78,952","4,680","73,868",0.0,0.0,1.8,0.0,0.0,0.0,0.0,0.0,0.0,11.2,54.8,0.0,0.0,0.0
2025-06-28,Saturday,Sem_Break,True,Rolex,104,90,14,13.5,"2,500","225,000","93,267","15,050","116,683",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,107.1,10.2,5.2,4.0
2025-06-29,Sunday,Sem_Break,True,Posho & Beans,91,80,11,12.1,"3,000","240,000","108,045","15,411","116,544",22.2,13.8,1.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-06-29,Sunday,Sem_Break,True,Matooke & Groundnut Stew,10,9,1,10.0,"4,000","36,000","19,365","2,232","14,403",0.0,0.0,0.3,4.1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-06-29,Sunday,Sem_Break,True,Rice & Chicken,51,46,5,9.8,"6,000","276,000","181,988","20,520","73,492",0.0,0.0,2.0,0.0,0.0,10.0,8.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-06-29,Sunday,Sem_Break,True,Katogo (Offal+Matoke),23,20,3,13.0,"3,500","70,000","34,010","5,292","30,698",0.0,0.0,0.0,8.4,0.0,0.0,0.0,3.5,1.1,0.0,0.0,0.0,0.0,0.0
2025-06-29,Sunday,Sem_Break,True,Chips & Eggs,5,5,0,0.0,"4,500","22,500","11,279",0,"11,221",0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,1.4,7.7,0.0,0.0,0.0
2025-06-29,Sunday,Sem_Break,True,Rolex,23,21,2,8.7,"2,500","52,500","21,762","2,150","28,588",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.9,2.3,1.2,1.0
2025-06-30,Monday,Sem_Break,False,Posho & Beans,26,22,4,15.4,"3,000","66,000","29,712","5,604","30,684",6.7,3.8,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-06-30,Monday,Sem_Break,False,Matooke & Groundnut Stew,21,19,2,9.5,"4,000","76,000","40,881","4,464","30,655",0.0,0.0,0.6,8.4,2.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-06-30,Monday,Sem_Break,False,Rice & Chicken,43,39,4,9.3,"6,000","234,000","154,294","16,416","63,290",0.0,0.0,1.7,0.0,0.0,8.6,8.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-06-30,Monday,Sem_Break,False,Katogo (Offal+Matoke),6,5,1,16.7,"3,500","17,500","8,502","1,764","7,234",0.0,0.0,0.0,2.1,0.0,0.0,0.0,0.9,0.3,0.0,0.0,0.0,0.0,0.0
2025-06-30,Monday,Sem_Break,False,Chips & Eggs,5,5,0,0.0,"4,500","22,500","11,279",0,"11,221",0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,1.6,7.4,0.0,0.0,0.0
2025-06-30,Monday,Sem_Break,False,Rolex,20,17,3,15.0,"2,500","42,500","17,617","3,225","21,658",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.8,2.0,1.0,0.8
2025-07-01,Tuesday,Sem_Break,False,Posho & Beans,41,32,9,22.0,"3,000","96,000","43,218","12,609","40,173",10.3,6.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-07-01,Tuesday,Sem_Break,False,Matooke & Groundnut Stew,36,34,2,5.6,"4,000","136,000","73,156","4,464","58,380",0.0,0.0,1.1,14.1,3.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-07-01,Tuesday,Sem_Break,False,Rice & Chicken,37,33,4,10.8,"6,000","198,000","130,556","16,416","51,028",0.0,0.0,1.4,0.0,0.0,7.5,6.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-07-01,Tuesday,Sem_Break,False,Katogo (Offal+Matoke),24,23,1,4.2,"3,500","80,500","39,111","1,764","39,625",0.0,0.0,0.0,8.2,0.0,0.0,0.0,3.8,1.2,0.0,0.0,0.0,0.0,0.0
2025-07-01,Tuesday,Sem_Break,False,Chips & Eggs,38,32,6,15.8,"4,500","144,000","72,184","14,040","57,776",0.0,0.0,1.8,0.0,0.0,0.0,0.0,0.0,0.0,11.2,58.2,0.0,0.0,0.0
2025-07-01,Tuesday,Sem_Break,False,Rolex,123,104,19,15.4,"2,500","260,000","107,775","20,425","131,800",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,117.2,11.9,6.3,5.1
2025-07-02,Wednesday,Sem_Break,False,Posho & Beans,94,75,19,20.2,"3,000","225,000","101,292","26,619","97,089",24.4,14.1,1.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-07-02,Wednesday,Sem_Break,False,Matooke & Groundnut Stew,18,16,2,11.1,"4,000","64,000","34,426","4,464","25,110",0.0,0.0,0.5,7.5,1.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-07-02,Wednesday,Sem_Break,False,Rice & Chicken,46,39,7,15.2,"6,000","234,000","154,294","28,728","50,978",0.0,0.0,1.9,0.0,0.0,9.3,8.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-07-02,Wednesday,Sem_Break,False,Katogo (Offal+Matoke),48,36,12,25.0,"3,500","126,000","61,218","21,168","43,614",0.0,0.0,0.0,16.9,0.0,0.0,0.0,7.2,2.4,0.0,0.0,0.0,0.0,0.0
2025-07-02,Wednesday,Sem_Break,False,Chips & Eggs,45,40,5,11.1,"4,500","180,000","90,230","11,700","78,070",0.0,0.0,2.4,0.0,0.0,0.0,0.0,0.0,0.0,13.5,68.7,0.0,0.0,0.0
2025-07-02,Wednesday,Sem_Break,False,Rolex,5,5,0,0.0,"2,500","12,500","5,182",0,"7,318",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.2,0.5,0.2,0.2
2025-07-03,Thursday,Sem_Break,False,Posho & Beans,98,84,14,14.3,"3,000","252,000","113,447","19,614","118,939",25.0,14.7,1.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
